# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-03
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
BIGQUERY,BQ_202403,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,device,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,traffic_source,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202403,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,platform,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202403,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202403,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202403,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202403,event_original_occurrence_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,event_name,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202404,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202404,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,device,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,traffic_source,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202404,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,platform,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202404,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202404,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202404,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202404,event_original_occurrence_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,event_name,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202405,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202405,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,device,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,traffic_source,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202405,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,platform,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202405,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202405,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202405,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202405,event_original_occurrence_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,event_name,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202406,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202406,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,device,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,traffic_source,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202406,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,platform,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202406,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202406,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202406,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202406,event_original_occurrence_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,event_name,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202407,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202407,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,device,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,traffic_source,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202407,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,platform,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202407,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202407,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202407,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202407,event_original_occurrence_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,event_name,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202408,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202408,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,device,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,traffic_source,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202408,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,platform,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202408,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202408,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202408,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202408,event_original_occurrence_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,event_name,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202409,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202409,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,device,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,traffic_source,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,BQ_202409,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,BQ_202409,platform,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
BIGQUERY,BQ_202409,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,BQ_202409,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
